invoice_number,vendor,charge_type,amount,detected_variance,can_send_dispute,true_class,actual_leakage,is_actionable,gate_reason
INV-BLIND-10352,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10353,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10354,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10355,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10356,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10357,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10358,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10359,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10360,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10361,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10362,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10363,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,1050.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10364,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10365,Maersk Line,OCEAN_FREIGHT,3200.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10366,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10367,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10368,DP World Logistics,OCEAN_FREIGHT,3180.0,3180.0,True,EXACT_DUPLICATE,3180.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10369,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10370,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10371,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,1050.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10372,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10373,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10374,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,3300.0,True,EXACT_DUPLICATE,3300.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10375,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10376,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10377,Maersk Line,OCEAN_FREIGHT,3200.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10378,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10379,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10380,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10381,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10382,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10383,DP World Logistics,OCEAN_FREIGHT,3180.0,1090.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10384,DP World Logistics,OCEAN_FREIGHT,3180.0,3180.0,True,EXACT_DUPLICATE,3180.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10385,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10386,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10387,Maersk Line,OCEAN_FREIGHT,3200.0,2250.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10388,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10389,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10390,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10391,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10392,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10393,CMA CGM,OCEAN_FREIGHT,3150.0,1070.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10394,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10395,DP World Logistics,OCEAN_FREIGHT,3180.0,360.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10396,DP World Logistics,OCEAN_FREIGHT,3180.0,3180.0,True,EXACT_DUPLICATE,3180.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10397,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10398,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10399,CMA CGM,OCEAN_FREIGHT,3150.0,2230.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10400,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10401,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,2320.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10402,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,3300.0,True,EXACT_DUPLICATE,3300.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10403,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10404,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10405,DP World Logistics,OCEAN_FREIGHT,3180.0,360.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10406,DP World Logistics,OCEAN_FREIGHT,3180.0,3180.0,True,EXACT_DUPLICATE,3180.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10407,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10408,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10409,Maersk Line,OCEAN_FREIGHT,3200.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10410,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10411,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10412,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,3300.0,True,EXACT_DUPLICATE,3300.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10413,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10414,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10415,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,2200.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10416,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10417,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10418,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10419,CMA CGM,OCEAN_FREIGHT,3150.0,1070.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10420,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10421,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10422,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,3300.0,True,EXACT_DUPLICATE,3300.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10423,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10424,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10425,CMA CGM,OCEAN_FREIGHT,3150.0,1070.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10426,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10427,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10428,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10429,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10430,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,3300.0,True,EXACT_DUPLICATE,3300.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10431,CMA CGM,OCEAN_FREIGHT,3150.0,1070.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10432,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10433,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10434,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10435,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10436,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10437,Maersk Line,OCEAN_FREIGHT,3200.0,1100.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10438,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10439,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,2200.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10440,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10441,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10442,DP World Logistics,OCEAN_FREIGHT,3180.0,3180.0,True,EXACT_DUPLICATE,3180.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10443,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10444,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10445,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10446,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10447,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10448,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10449,CMA CGM,OCEAN_FREIGHT,3150.0,2230.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10450,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10451,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10452,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10453,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10454,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,3250.0,True,EXACT_DUPLICATE,3250.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10455,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10456,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10457,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,2200.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10458,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10459,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10460,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10461,Maersk Line,OCEAN_FREIGHT,3200.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10462,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10463,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10464,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10465,Maersk Line,OCEAN_FREIGHT,3200.0,1100.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10466,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10467,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10468,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10469,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10470,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,3300.0,True,EXACT_DUPLICATE,3300.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10471,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10472,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10473,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10474,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,3300.0,True,EXACT_DUPLICATE,3300.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10475,Maersk Line,OCEAN_FREIGHT,3200.0,2250.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10476,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10477,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10478,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10479,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10480,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10481,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10482,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10483,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10484,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10485,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10486,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10487,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10488,Evergreen Marine,OCEAN_FREIGHT,3050.0,3050.0,True,EXACT_DUPLICATE,3050.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10489,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10490,DP World Logistics,OCEAN_FREIGHT,3180.0,3180.0,True,EXACT_DUPLICATE,3180.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10491,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10492,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,3100.0,True,EXACT_DUPLICATE,3100.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10493,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_BASELINE,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10494,Maersk Line,OCEAN_FREIGHT,3200.0,3200.0,True,EXACT_DUPLICATE,3200.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
INV-BLIND-10495,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_BASELINE,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10496,CMA CGM,OCEAN_FREIGHT,3150.0,3150.0,True,EXACT_DUPLICATE,3150.0,True,"Dispute meets materiality, cross-document evidence, and counter-risk thresholds."
