invoice_id,vendor,container,charge_type,invoice_amount,contract_amount,expected_amount,variance,evidence_documents,contract_clause,confidence,decision,recommended_action,audit_note
INV-2026-10088,MSC Mediterranean Shipping,MSCU1000088,DEMURRAGE,980.0,0.0,0.0,980.0,"Invoice INV-2026-10088 + BOL BOL-2026-50088 (Discharge: 2026-08-01, Gate-out: 2026-08-04)","MSA Clause 8.2 (Demurrage: 5 Free Days, thereafter $140.00/day)",0.99,AMBER,Dispute $980.00 unwarranted demurrage,Carrier charged for 7 days demurrage. Port gate records prove container dwelled only 3 days (0 chargeable days post 5 free days). Expected: $0.00.
INV-2026-10089,Hapag-Lloyd,HAPU1000089,DEMURRAGE,1280.0,0.0,0.0,1280.0,"Invoice INV-2026-10089 + BOL BOL-2026-50089 (Discharge: 2026-08-01, Gate-out: 2026-08-03)","MSA Clause 8.2 (Demurrage: 4 Free Days, thereafter $160.00/day)",0.99,AMBER,"Dispute $1,280.00 unwarranted demurrage",Carrier charged for 8 days demurrage. Port gate records prove container dwelled only 2 days (0 chargeable days post 4 free days). Expected: $0.00.
INV-2026-10090,CMA CGM,CMAU1000090,DEMURRAGE,870.0,0.0,0.0,870.0,"Invoice INV-2026-10090 + BOL BOL-2026-50090 (Discharge: 2026-08-01, Gate-out: 2026-08-03)","MSA Clause 8.2 (Demurrage: 4 Free Days, thereafter $145.00/day)",0.99,AMBER,Dispute $870.00 unwarranted demurrage,Carrier charged for 6 days demurrage. Port gate records prove container dwelled only 2 days (0 chargeable days post 4 free days). Expected: $0.00.
INV-2026-10001,Maersk Line,MAEU1000001,OCEAN_FREIGHT,2850.0,0.0,0.0,2850.0,Invoice INV-2026-10001 vs Prior Invoice INV-2026-10001,MSA Section 14.1 (Duplicate Billing & Anti-Double Invoicing),0.99,RED,REJECT: EXACT_DUPLICATE - Dispute 100% of charge,Invoice INV-2026-10001 from Maersk Line was already recorded/paid on 2026-08-05.
INV-2026-99991,MSC Mediterranean Shipping,MSCU1000002,OCEAN_FREIGHT,4100.0,0.0,0.0,4100.0,Invoice INV-2026-99991 vs Prior Invoice INV-2026-10002,MSA Section 14.1 (Duplicate Billing & Anti-Double Invoicing),0.99,RED,REJECT: SEMANTIC_DUPLICATE - Dispute 100% of charge,Container MSCU1000002 already billed for OCEAN_FREIGHT under Invoice INV-2026-10002 on 2026-08-05 (Diff: 23 days).
INV-2026-SPLIT-B,Gulf Drayage LLC,MSCU1000002,FREIGHT,850.0,0.0,0.0,850.0,Invoice INV-2026-SPLIT-B vs Prior Invoice INV-2026-10003,MSA Section 14.1 (Duplicate Billing & Anti-Double Invoicing),0.99,RED,REJECT: SEMANTIC_DUPLICATE - Dispute 100% of charge,Container MSCU1000002 already billed for FREIGHT under Invoice INV-2026-10003 on 2026-08-05 (Diff: 20 days).
INV-2026-10094,Maersk Line,MAEU1000094,BUNKER_ADJUSTMENT,680.0,450.0,450.0,230.0,Invoice INV-2026-10094,MSA Addendum 3 (Fuel Surcharge Ceiling: max $450.00/TEU),0.99,AMBER,Dispute $230.00 excess fuel surcharge,BAF surcharge $680.00 exceeds contractual cap of $450.00.
INV-2026-10095,MSC Mediterranean Shipping,MSCU1000095,BUNKER_ADJUSTMENT,610.0,420.0,420.0,190.0,Invoice INV-2026-10095,MSA Addendum 3 (Fuel Surcharge Ceiling: max $420.00/TEU),0.99,AMBER,Dispute $190.00 excess fuel surcharge,BAF surcharge $610.00 exceeds contractual cap of $420.00.
INV-2026-10096,Hapag-Lloyd,HAPU1000096,BUNKER_ADJUSTMENT,710.0,460.0,460.0,250.0,Invoice INV-2026-10096,MSA Addendum 3 (Fuel Surcharge Ceiling: max $460.00/TEU),0.99,AMBER,Dispute $250.00 excess fuel surcharge,BAF surcharge $710.00 exceeds contractual cap of $460.00.
INV-2026-10097,Maersk Line,VESSEL-SLOT-97,VESSEL_CHARTER,78500.0,78500.0,78500.0,0.0,Invoice INV-2026-10097,Dedicated Slot Charter Party Agreement (Addendum 9 - JEBEL_ALI_TO_ROTTERDAM),0.999,RED,Approve for scheduled payment,Verified charter slot booking. Reconciled against Master Charter Party Agreement.
INV-2026-10098,MSC Mediterranean Shipping,VESSEL-SLOT-98,VESSEL_CHARTER,92400.0,92400.0,92400.0,0.0,Invoice INV-2026-10098,Dedicated Slot Charter Party Agreement (Addendum 9 - JEBEL_ALI_TO_ROTTERDAM),0.999,RED,Approve for scheduled payment,Verified charter slot booking. Reconciled against Master Charter Party Agreement.
INV-2026-10099,Hapag-Lloyd,VESSEL-SLOT-99,VESSEL_CHARTER,64000.0,64000.0,64000.0,0.0,Invoice INV-2026-10099,Dedicated Slot Charter Party Agreement (Addendum 9 - JEBEL_ALI_TO_ROTTERDAM),0.999,RED,Approve for scheduled payment,Verified charter slot booking. Reconciled against Master Charter Party Agreement.
INV-2026-10100,DP World Logistics,VESSEL-SLOT-100,VESSEL_CHARTER,55200.0,55200.0,55200.0,0.0,Invoice INV-2026-10100,Dedicated Slot Charter Party Agreement (Addendum 9 - JEBEL_ALI_TO_ROTTERDAM),0.999,RED,Approve for scheduled payment,Verified charter slot booking. Reconciled against Master Charter Party Agreement.
